Word,Frequency
mkhosi,25
also,25
law,25
njoka,25
mchipanichi,25
odziwa,25
kalua,25
khonsoloyi,25
yafika,25
chisomo,25
wokhala,25
wakuti,25
atero,25
kayuni,25
frank,25
chanu,25
asiye,25
umbanda,25
patali,25
lija,25
at,25
ngwira,25
pouza,25
mpunga,25
zaboma,25
umu,24
mumtima,24
zayamba,24
ndibwino,24
kalikonse,24
adalipo,24
nkovuta,24
capital,24
abwenzi,24
lidalengeza,24
faith,24
yotchedwa,24
bwanamkubwa,24
victor,24
chikhale,24
mwinanso,24
sangakwanitse,24
namwaliyo,24
safuna,24
okwera,24
facebook,24
lonjezo,24
kafukufukuyo,24
alfred,24
magawo,24
ikhoza,24
equity,24
njobvuyalema,24
changa,24
wamngono,24
mswahara,24
yomanga,24
anati,24
civic,24
adaganiza,24
ndalamayo,24
bvumbwe,24
fum,24
khothi,24
mikangano,24
zopanda,24
gwero,24
kuvuta,24
yachiwiri,24
kalikiriki,24
mkangano,24
nsalu,24
mesn,24
limakhala,24
zanu,24
lichitepo,24
sakuyenera,24
adasankhidwa,24
atamwalira,24
abusa,24
yopanga,24
mndime,24
adapha,24
enawo,24
umayenera,24
iwowo,24
do,24
apereka,24
ligiyi,24
mukufuna,24
kukamba,24
kusamalira,24
pachifukwa,24
mumsika,24
chodabwitsa,24
green,24
achotse,24
transformation,24
akonza,24
kulingalira,24
mizimu,24
wapita,24
zachilengedwe,23
people,23
akudwala,23
ukhoza,23
sangwani,23
upangiri,23
akalulu,23
yagwa,23
zimachititsa,23
chichitike,23
mkalabongo,23
zimayenera,23
akalozera,23
kachilomboka,23
olumala,23
kuchedwa,23
kunyanyala,23
emmanuel,23
nkhanizi,23
kuyerekeza,23
loto,23
free,23
pakhomopo,23
adadandaula,23
wandale,23
wopezeka,23
mndandanda,23
bright,23
kwabwino,23
yosiyanasiyana,23
othawa,23
ndilibe,23
yovuta,23
likhoza,23
zione,23
mdima,23
wachibadwidwe,23
kuchitapo,23
mls,23
tidapeza,23
adataya,23
omenyera,23
amakhulupirira,23
akumane,23
pangano,23
ziwirizi,23
kukana,23
kuderalo,23
likulu,23
chimunthu,23
adatulukira,23
m,23
kuwawa,23
kummawa,23
esau,23
wawa,23
kuletsa,23
zolakwika,23
kake,23
kusangalala,23
khungu,23
inayi,23
mkamwa,23
danga,23
gaba,23
mkhola,23
pazomwe,23
kudziko,23
maola,23
osiyana,23
mabwalo,23
akudikira,23
miyala,23
chapadera,23
masewera,23
magule,23
zakale,23
cup,23
wapempha,23
kuzindikira,23
kuyendera,23
rasta,23
airtel,22
money,22
zikuyenera,22
adapitiriza,22
adayenda,22
daniel,22
ebola,22
mpinganjira,22
akumana,22
ufumuwo,22
ozungulira,22
pamafunika,22
icho,22
samalani,22
nkaya,22
uphungu,22
sitandade,22
nyumbayi,22
lidatha,22
akhonza,22
wopha,22
zapangitsa,22
mwanamvekha,22
idatha,22
mitengoyi,22
adagwira,22
mudayamba,22
mwambi,22
mkanda,22
kutali,22
some,22
mumakhala,22
mtunduwu,22
ngatidi,22
lipotilo,22
chachiwiri,22
mbwalo,22
nthambiyi,22
adatsindika,22
zanyengo,22
zoyendetsera,22
makwacha,22
kupikisana,22
mpweya,22
zilizonse,22
limbani,22
thukuta,22
kutolera,22
yakuti,22
fumbi,22
taonani,22
mzipani,22
yakwana,22
kukumba,22
chomwecho,22
ndikuti,22
mafco,22
tom,22
yofuna,22
mchere,22
saidi,22
opezeka,22
covid,22
adafa,22
posankha,22
scam,22
ndidapita,22
mponda,22
chapola,22
fuel,22
ako,22
adalamula,22
amalankhula,22
kawinga,22
wamkazi,22
oimira,22
nonse,22
ndikhulupirira,22
sayenera,22
america,22
pamwala,22
kutumiza,22
kanthawi,22
adapambana,22
roads,22
phambala,22
chrr,21
gawoli,21
annie,21
ernest,21
sinodi,21
mmwezi,21
tsitsi,21
youth,21
kumpingo,21
african,21
antchito,21
tiyambe,21
red,21
kenya,21
olowa,21
nthenje,21
pachitukuko,21
angakhale,21
nkulakwa,21
sadziwa,21
yokwanira,21
akuopa,21
programme,21
akaseweze,21
mpikisano,21
mchipatala,21
over,21
abwerere,21
macheza,21
lapitalo,21
mtawali,21
mmasiku,21
nkumati,21
pagulu,21
zidatheka,21
adadzidzimuka,21
zochokera,21
kwakukulu,21
chirimba,21
aford,21
been,21
sadc,21
afufuze,21
yapadera,21
muulamuliro,21
akulankhula,21
sitolo,21
francis,21
their,21
foundation,21
ndimakonda,21
nkhosa,21
there,21
atsopano,21
nrb,21
azilandira,21
nanenso,21
tsikuli,21
chifukwatu,21
yonseyi,21
akuyembekezeka,21
nzomvetsa,21
kamanga,21
mmiyezi,21
tikudabwa,21
kudzakhala,21
chizindikiro,21
when,21
maziko,21
mmaudindo,21
amafunika,21
zapitazi,21
kutsika,21
tsoka,21
motsogozedwa,21
kukhalira,21
akambirane,21
nyaude,21
ukhale,21
ndicho,21
mwanga,21
adatuluka,21
aone,21
zimakhalira,21
ndichitenji,21
school,20
akupempha,20
kukaona,20
angono,20
mike,20
mmalamulo,20
kukaonekera,20
amalowa,20
ligi,20
maukwati,20
mnyumbayi,20
mabwana,20
barracks,20
akuba,20
wosewera,20
angachite,20
kolera,20
tum,20
chihana,20
kochi,20
chileka,20
amaoneka,20
zodabwitsa,20
chete,20
deralo,20
tidaona,20
mneneriyu,20
kuthira,20
mchimwene,20
kuyambitsa,20
justin,20
kufalitsa,20
talandira,20
akugwirizana,20
chithunzithunzi,20
zothandiza,20
diso,20
bamboyu,20
amayenda,20
alimiwo,20
otsutsa,20
kukapereka,20
wekha,20
yapitayo,20
mango,20
zipanizi,20
lilipo,20
defenders,20
pachuma,20
zikuonetsa,20
mitsinje,20
chatsopano,20
amayiwa,20
adachotsa,20
akumidzi,20
matendawo,20
l,20
akubwera,20
sizingatheke,20
nkoyenera,20
umenewo,20
banjalo,20
ndinali,20
likonze,20
achipani,20
udachitikira,20
club,20
kangachepe,20
lidagamula,20
akamaliza,20
mmaganizo,20
ilipo,20
wogwirizira,20
adagula,20
kumsonkhano,20
madalaivala,20
kulimbana,20
zachitetezo,20
ndimakhala,20
wochita,20
yopereka,20
malita,20
komitiyo,20
asukulu,20
nthambiyo,20
mizere,20
ethiopia,20
oyandikana,20
tayamba,20
akagwira,20
achichepere,20
epulo,20
bodza,20
akupha,20
aniva,20
mwano,20
zothandizira,20
kuthawa,20
mabizinesi,20
kawirikawiri,20
gaga,20
organisation,20
okhawo,20
mafoni,19
akupezeka,19
daudi,19
pachifukwachi,19
kutaya,19
povuta,19
atakhala,19
pafupipafupi,19
adzukulu,19
zanji,19
pawailesi,19
zafika,19
chathachi,19
zatheka,19
khomo,19
nsima,19
chiwerengerochi,19
kuphunzira,19
walephera,19
league,19
chinyezi,19
change,19
iyamba,19
dzikoli,19
wakumudzi,19
khofi,19
pamavuto,19
sachita,19
atsimikiza,19
kakasi,19
palibenso,19
kalilombe,19
adamangidwa,19
ngulube,19
uthengawo,19
akuwaganizira,19
malowo,19
nkukhala,19
what,19
adatsimikizira,19
mafutawa,19
pamapeto,19
lachita,19
adakhalapo,19
atabwera,19
ingapo,19
q,19
dotolo,19
vakabu,19
zakwera,19
kusaka,19
mapulani,19
akapita,19
tomwe,19
yogulitsa,19
akapezeka,19
zilibe,19
atapezeka,19
uchikumbe,19
mikolongwe,19
mbeu,19
mtsutso,19
zithunzi,19
amanga,19
pokonzekera,19
chikhalirecho,19
chikhoza,19
adalembera,19
njovu,19
zingatheke,19
ifeyo,19
sangathe,19
yofunika,19
likhale,19
isaac,19
limited,19
kosowa,19
luhanga,19
alowe,19
chokhwima,19
adavulala,19
ambulasi,19
watinso,19
mapologalamu,19
akuluakuluwo,19
amasowa,19
kukagwira,19
mwinatu,19
ulionse,19
chitseko,19
kg,19
mukudziwa,19
ukufuna,19
lakolo,19
nawe,19
kunjaku,19
am,19
tokha,19
gogoyo,19
njomba,19
chingerezi,19
mamita,19
yanji,19
adagwa,19
matemba,19
arv,19
monse,19
chindi,19
wotsika,19
wanuyo,19
kuunduna,19
disembala,19
mhen,19
church,19
atenge,19
kulankhulapo,19
economic,19
chimombo,19
agnes,19
nzovuta,19
adalemba,19
imf,18
rose,18
misozi,18
otani,18
zii,18
bangwe,18
ndondomekoyo,18
komaso,18
adatulutsa,18
rehabilitation,18
mia,18
nthochi,18
akuganiziridwa,18
zasintha,18
dzanja,18
mnzakeyo,18
zogwirira,18
david,18
gululo,18
ndimo,18
nkhunda,18
amakana,18
sopo,18
dzikolo,18
mavendawa,18
oona,18
research,18
kuphatikiza,18
lukwa,18
yothandiza,18
kuthekera,18
management,18
akhristu,18
resources,18
pulayimale,18
adayambitsa,18
pologalamuyi,18
mtopola,18
makwangwala,18
mudziwe,18
padera,18
pawo,18
mmavuto,18
khama,18
adabwerera,18
kukhosi,18
mchikalata,18
koyambitsa,18
sadalembetse,18
mfiti,18
tambala,18
kupyolera,18
our,18
mmenemo,18
katolika,18
chochepa,18
pakadali,18
kufunsa,18
sali,18
kutengapo,18
harry,18
zipanizo,18
tikuona,18
mwachidule,18
akadakhala,18
kukatenga,18
kuuza,18
chisawawa,18
kupitiriza,18
lothana,18
lutepo,18
walandira,18
apitirize,18
adasintha,18
wanena,18
pazifukwa,18
mayaya,18
patsikuli,18
ben,18
palamya,18
kanema,18
olemera,18
yoyanganira,18
katunduyo,18
adamva,18
wait,18
mpamba,18
anapiye,18
tikukhulupirira,18
akukonza,18
mtembo,18
yatsala,18
zidalili,18
ukuyenera,18
achikulire,18
olandira,18
kampaniyo,18
kupangitsa,18
wachipanichi,18
tikunena,18
chambiri,18
mpumulo,18
kungoti,18
zogulira,18
kuotcha,18
oganiziridwa,18
pemphero,18
zamkaka,18
wokwanira,18
kukafika,18
yeniyeni,18
kukhoza,18
kuweta,18
authority,17
pamsonkhanowo,17
akuchitira,17
kuja,17
nkukambirana,17
kapeni,17
chilobwe,17
ntchitowa,17
lilibe,17
dzaye,17
zogonana,17
amangofuna,17
kwanga,17
ralph,17
enieni,17
akudabwa,17
okwiya,17
up,17
salola,17
mkamwamkamwa,17
idachitika,17
maseko,17
kukalembetsa,17
chotsutsa,17
tikukamba,17
galimotoyo,17
mbs,17
kusankhidwa,17
institute,17
atakumana,17
makhoti,17
lakonza,17
kudachitika,17
kusolola,17
would,17
ndakatulo,17
amalima,17
sakuona,17
okwanira,17
kutsogolera,17
ikudzayi,17
chingoni,17
kubanja,17
daza,17
ovutikitsitsa,17
panthawiyi,17
yapitayi,17
moni,17
njanji,17
akudza,17
womanga,17
kudzapikisana,17
kyungu,17
kubedwa,17
mwathu,17
kulemekeza,17
water,17
ngambi,17
zonena,17
mchipanicho,17
makomiti,17
mphenzi,17
chidanti,17
ndunayi,17
kugwiririra,17
kuthamanga,17
jce,17
sub,17
kulemera,17
chimenecho,17
yokonza,17
akugona,17
idachita,17
kuonongeka,17
nzachisoni,17
kupemphera,17
anena,17
ovota,17
allan,17
kutchalitchi,17
yotere,17
kwinaku,17
tcc,17
kukagula,17
akuyendetsa,17
khosi,17
alliance,17
zokopa,17
ayembekezere,17
msce,17
wovuta,17
adaika,17
zako,17
kuwapatsa,17
otchedwa,17
andrew,17
adandipatsa,17
malaya,17
kumwalira,17
amasankha,17
maxwell,17
tidagwirizana,17
apolisiwa,17
kachaje,17
yokhayo,17
amwalira,17
undunawo,17
mmakomo,17
kumanja,17
kuthirira,17
zikatere,17
sabatayi,17
chifundo,17
chigodola,17
adabadwa,17
lamulolo,17
atavala,17
kangapo,17
wolandira,17
wokha,17
liyenera,17
khirisimasi,17
oweruza,17
zatha,17
lidakhazikitsa,17
gets,17
longer,17
dyson,17
chikumbe,17
amadziwika,17
natural,17
luanar,17
waona,17
which,17
kukhale,17
yogulira,17
mapepala,17
tipeze,17
mwaunyinji,17
community,17
ikufuna,17
kumanzere,17
zofunikira,17
toyambitsa,17
zosiyana,17
wokonda,17
yoyenera,17
kukonda,17
adziko,17
kudalibe,17
vincent,17
sizikuyenda,17
pakhala,17
lions,16
zimathandiza,16
malirowo,16
wautali,16
somba,16
god,16
agalimoto,16
chikhochi,16
pakhosi,16
wachilungamo,16
limapereka,16
mphunzitsiyo,16
mitima,16
akukambirana,16
yotsutsa,16
kutula,16
wopita,16
atayamba,16
adagwidwa,16
adawauza,16
kumuuza,16
super,16
chidati,16
makhalidwe,16
winanso,16
mumtsinje,16
elizabeth,16
mutha,16
algeria,16
walowa,16
mlimiyu,16
were,16
kachale,16
namwino,16
khumi,16
iweyo,16
akudya,16
julaye,16
madyerero,16
afisi,16
mchipinda,16
utha,16
fedulo,16
mnyengo,16
kwadza,16
zitha,16
zikufunika,16
kakuti,16
zikupereka,16
kudula,16
chani,16
ukadaulo,16
tidziwane,16
zikatero,16
imafuna,16
kukampani,16
mwala,16
poganizira,16
mundondomeko,16
mnthaka,16
zonsezo,16
miracle,16
amasewera,16
mawanga,16
chanzeru,16
oyembekezera,16
pachipatalapo,16
likuchita,16
thonje,16
alonda,16
pasanathe,16
latsopanoli,16
makono,16
kutsatidwa,16
mustafa,16
pamutu,16
adachititsa,16
kusamba,16
tibwererane,16
lathali,16
membala,16
dzombeli,16
zimayenda,16
chioneke,16
wokonzeka,16
atsogoleriwo,16
services,16
fc,16
chotani,16
akaidi,16
atapita,16
chakale,16
nyirongo,16
zionetserozi,16
chikuyendera,16
queens,16
wakana,16
chachitika,16
adathamangira,16
adathawa,16
kaluwa,16
nthawiyi,16
zitupazo,16
zokambiranazo,16
alhomwe,16
aimbe,16
thambala,16
mphongo,16
two,16
akuphunzitsa,16
chipwirikiti,16
tidacheza,16
kukwatiwa,16
likwata,16
amatsatira,16
soko,16
nkhumano,16
patel,16
ambuye,16
akatero,16
alembetsa,16
idagwa,16
board,16
chavula,16
mphunzitsiyu,16
adalangiza,16
abwerera,16
paulendo,16
chigamulochi,16
kuzimazima,16
adakali,16
zakupsa,16
apadera,16
zomanga,16
tanganyika,16
el,16
lomenyera,16
out,16
pasakhale,16
mtsogolomu,16
kuyankha,16
timachita,16
jean,16
anti,16
ruo,15
kuchotsedwa,15
okonzeka,15
sharra,15
kulola,15
molakwika,15
maonekedwe,15
pakakhala,15
kugwetsa,15
michael,15
akumwa,15
chimbali,15
csec,15
group,15
okonda,15
department,15
akunenera,15
me,15
abwera,15
ulesi,15
ikuyenda,15
zithandiza,15
zatsopano,15
liwonde,15
otalikitsa,15
watch,15
zidafika,15
kugonana,15
kumvetsa,15
zimatheka,15
wabwera,15
soccer,15
miyendo,15
mmutu,15
ankafuna,15
zopita,15
zimafunika,15
noel,15
amalephera,15
chomvetsa,15
agwirizana,15
ubongo,15
titani,15
kumsonkhanowo,15
kuunikira,15
palokha,15
kukhothi,15
state,15
chionetsero,15
timaona,15
wodziwa,15
amayendetsa,15
mlatho,15
womaliza,15
adatsutsa,15
tikuti,15
kwatsala,15
amagwiritsira,15
maunduna,15
adzudzula,15
wakuba,15
dalitso,15
milanduyi,15
mzindawu,15
maneb,15
likudzali,15
sitikufuna,15
chisiki,15
mawuwa,15
government,15
chochuluka,15
zadza,15
adamaliza,15
zodiak,15
office,15
ilili,15
malemuwo,15
mchingerezi,15
mmagawo,15
kupambana,15
zalowa,15
chala,15
chialubino,15
sizikudziwika,15
zankhaninkhani,15
kumupatsa,15
idatulutsa,15
malango,15
kudutsa,15
komitiyi,15
ngolongoliwa,15
chikudzachi,15
yoteteza,15
mose,15
ziii,15
tobacco,15
ulibe,15
malinki,15
al,15
kukamwa,15
akucheza,15
zachilendo,15
watenga,15
konko,15
latha,15
kuyangana,15
yaukachenjede,15
loyenera,15
umachitika,15
mapesi,15
zavuta,15
ndidachita,15
winayo,15
mkonzi,15
mmoyo,15
dipo,15
akupereka,15
ogulira,15
zapadera,15
mmatauni,15
un,15
mswati,15
akukhulupirira,15
kugwidwa,15
apewe,15
kumvera,15
latsopano,15
katemerayu,15
chikonzero,15
adandaula,15
kapichira,15
phala,15
kudziwitsa,15
lapadera,15
inenso,15
lita,15
yoopsa,15
kulengeza,15
akumva,15
mthandizi,15
oyamba,15
tamani,15
mitu,15
good,15
kubwezeretsa,15
pachiswe,15
mchemwali,15
matupi,15
ndimagwira,15
lochokera,15
wathawu,15
nzimbe,15
chidatero,15
kwachititsa,15
njerwa,15
abanja,15
anzanu,15
afa,15
kupititsa,15
pamaliro,15
ganyu,15
tizilomboti,15
oopsa,15
njoleyi,15
zasokonekera,15
tidakhala,15
chikhwawa,15
udachitika,15
zofooka,15
secrecy,15
funders,15
kukalandira,15
c,15
blue,15
mponela,15
lipenga,15
mlendo,15
choyambirira,15
fuko,15
chizimba,15
idakhazikitsidwa,15
adagulitsa,15
azamba,15
ndinene,15
botswana,15
chija,15
ndinso,15
akhazikitsa,15
zigawenga,15
chimpeni,15
katakwe,15
mwatsoka,15
idalengeza,14
lipita,14
mupologalamu,14
mizinda,14
kubungweli,14
achitira,14
zikafika,14
poganiza,14
akonze,14
kalindo,14
zichitike,14
sizitheka,14
lipereke,14
khamu,14
trade,14
maida,14
kumtunda,14
chi,14
mwaiwala,14
ikafika,14
maseya,14
lidalandira,14
ngalande,14
kupirira,14
ndikamufunsa,14
azipani,14
adabereka,14
mlolo,14
dzenje,14
adakwiya,14
ndidaganiza,14
kuswa,14
akusonyeza,14
imafunika,14
nanu,14
zidavuta,14
mhone,14
tamva,14
azichita,14
uyo,14
mmalire,14
apongozi,14
amadikira,14
kabichi,14
poyankhapo,14
adakatenga,14
amakhudzidwa,14
kachirombo,14
ndaona,14
agalu,14
wasonyeza,14
pulogalamuyi,14
akatha,14
cashgate,14
hajat,14
iwowa,14
wosankha,14
ikuluikulu,14
akamwalira,14
madalitso,14
adayendera,14
alakatuli,14
wokondeka,14
atsamunda,14
male,14
zikusowa,14
chinyamula,14
dansi,14
oyenda,14
umuna,14
yokopa,14
adaulula,14
yoyendetsa,14
posachedwa,14
dingiswayo,14
zidana,14
amalonda,14
asade,14
adazindikira,14
akulowa,14
ndikudziweni,14
st,14
jeffrey,14
malamulowa,14
msabata,14
mozama,14
amafika,14
akwawo,14
zoopsa,14
kudzula,14
pamwambowo,14
amamwa,14
chilakolako,14
kukayezetsa,14
wokondwa,14
macdonald,14
control,14
polimbikitsa,14
zokhudzidwa,14
maloto,14
udalandira,14
mopanda,14
lucius,14
banjali,14
waonetsa,14
yamikani,14
mbandakucha,14
natchereza,14
azimayi,14
zimatha,14
nsapato,14
woopa,14
osachepera,14
sindi,14
wopereka,14
lidabwera,14
adafuna,14
zikuchitikazi,14
kena,14
chris,14
wachoka,14
kabaghe,14
ndimachita,14
oyambirira,14
poyankha,14
reserve,14
wokhetsa,14
happy,14
pamlanduwo,14
mwakasungula,14
wothandizira,14
amakonza,14
ilo,14
zikusemphana,14
malenga,14
koopsa,14
adzaimire,14
its,14
ayamikira,14
ziti,14
tiyenera,14
aphunguwa,14
sadafike,14
onsewo,14
cholakwika,14
mmbelwa,14
zitsime,14
atsika,14
sande,14
nelson,14
kuwala,14
lidapeza,14
ndikumva,14
chauvinist,14
chakhala,14
mkhonde,14
adaba,14
tikumane,14
iyetu,14
zikavuta,14
zala,14
zotukula,14
akati,14
muyenera,14
popewa,14
bembeke,14
tidziwe,14
station,14
njewa,14
nzoonadi,14
mitembo,14
brenda,14
city,14
chisonyezo,14
chiwembu,13
dodma,13
apange,13
kupindula,13
chadza,13
ntchitowo,13
adatengera,13
kwangotsala,13
akula,13
amagula,13
wantchito,13
victoria,13
ta,13
kota,13
makasitomala,13
osolola,13
zikuonetseratu,13
osalakwa,13
wakula,13
nino,13
azipereka,13
andalewo,13
mozemba,13
jombo,13
likodzo,13
kukwatira,13
mbweee,13
kabwila,13
ndipange,13
amayiwo,13
adaonetsa,13
peresenti,13
avuta,13
kuyankhula,13
ndidamva,13
zotukulira,13
zosonyeza,13
zakuti,13
lafika,13
wakeyu,13
ndunayo,13
pogulitsa,13
zomangamanga,13
tikuchita,13
kalatayi,13
makata,13
atafa,13
manondo,13
mali,13
ufumuwu,13
zingwangwa,13
akagwire,13
osowa,13
chauta,13
uthengawu,13
patatu,13
likhala,13
anyamatawo,13
timadziwa,13
kachasu,13
adavala,13
kanyama,13
konkuno,13
sadayambe,13
wotenga,13
adakambirana,13
akana,13
chikwama,13
mfundoyi,13
patadutsa,13
hara,13
b,13
chinyontho,13
zakuda,13
act,13
illovo,13
lokumbukira,13
samadziwa,13
zikachitika,13
phula,13
soche,13
yatero,13
azam,13
nkupeza,13
atamupeza,13
tulo,13
zogwa,13
atenga,13
mbande,13
namiwa,13
chida,13
mbayani,13
jessie,13
kuchigwa,13
derali,13
adachotsedwa,13
akundifuna,13
lomweli,13
adakwanitsa,13
bokosi,13
asadafike,13
mwaulambia,13
zomwenso,13
tikambirane,13
njuchi,13
apitawo,13
malewezi,13
silabasi,13
hastings,13
pozindikira,13
chukwu,13
wakwera,13
white,13
lingaliro,13
kulamba,13
nkhomaliro,13
imfayo,13
limayenera,13
uphunzitsi,13
mmaofesi,13
amaimba,13
chilimbikitso,13
inali,13
zachibwana,13
makhonsolo,13
mighty,13
atanyamula,13
chipinda,13
pomanga,13
social,13
timalemba,13
macra,13
zomangira,13
watsutsa,13
aphedwa,13
zidayenda,13
akapeza,13
mwakaboko,13
forward,13
padambo,13
achipanichi,13
mabilu,13
phokoso,13
kudandaula,13
wolemba,13
regina,13
thom,13
wophunzira,13
zaufulu,13
zinazo,13
kalemberayo,13
womwewu,13
ophikira,13
kuzunza,13
chachibwereza,13
zadziwika,13
yowawa,13
mbalizi,13
sadali,13
nam,13
uchembere,13
kudzetsa,13
adindo,13
medicine,13
umunthu,13
zachikuda,13
alfandika,13
jb,13
week,13
kanyenda,13
kumwamba,13
kuulutsa,13
ikuthayi,13
chikopa,13
uve,13
queen,13
chimwendo,13
ndewu,13
police,13
pankhaniyo,13
dwangwa,13
dzinali,13
after,13
anyamatawa,13
kwabasi,13
kumisika,13
financial,13
akudzudzula,13
internet,13
lidachita,13
chiletsocho,13
akusimba,13
pigs,13
yamoto,13
mphwayi,13
mchitolokosi,13
zofufuza,13
kulowetsa,13
achikhala,13
akakumana,13
kukoma,13
musandifunse,13
chitedze,13
wochepa,13
asintha,13
kachiwiri,13
n,13
umachita,13
yofalitsa,13
yemweyo,13
kachaso,13
had,13
her,13
phwitiko,13
sindidziwa,13
zizikhala,13
motowo,13
general,13
oipa,13
amapha,13
akale,13
aku,13
mmasewero,13
muhammad,13
kagwiridwe,13
standard,13
choletsa,13
usodzi,13
kukhwimitsa,13
being,13
samayankha,13
asilamu,13
tcheru,13
zopirira,13
apilo,13
pamaphunziro,13
umbava,13
mumpikisano,13
umo,13
auza,13
yogawa,13
mamulumuzana,13
azigwira,13
mzindawo,13
msaka,13
kutauni,13
tikudikira,13
against,13
corruption,13
us,13
chiganizo,13
democracy,13
zimapangitsa,12
yoposa,12
ikubwerayi,12
yavuta,12
obwera,12
mbewa,12
aliko,12
supreme,12
zidaoneka,12
kachere,12
make,12
back,12
adakwera,12
kuthandizira,12
kuvulaza,12
msana,12
ukafuna,12
samuel,12
yogula,12
ogwiritsa,12
chindapusa,12
zamalonda,12
takonza,12
matimuwa,12
ndemangazi,12
zantchito,12
ukhala,12
mmipando,12
kunjira,12
wanzeru,12
sindikuona,12
moyandikana,12
excello,12
msuweni,12
vuwa,12
chambu,12
atamva,12
them,12
kamwendo,12
mpama,12
anenetsa,12
atatha,12
satana,12
mlaliki,12
atafunsidwa,12
amvekere,12
kuvala,12
zisankhozo,12
amapatsidwa,12
sitalakayi,12
nzokhumudwitsa,12
namwali,12
zimaoneka,12
kumenekonso,12
amaonetsa,12
should,12
adaponya,12
timasindikiza,12
edge,12
adakapereka,12
kugwiritsidwa,12
adamutengera,12
ikayamba,12
popita,12
lapereka,12
lazalo,12
kudalira,12
apatsidwa,12
likoma,12
sizidatheke,12
adalumbira,12
amavutika,12
izikhala,12
opemphetsa,12
ishmael,12
lidatulutsa,12
ronald,12
day,12
anthony,12
apatsidwe,12
aukhondo,12
atuluka,12
kuima,12
mayiko,12
kumadzulo,12
zikhonza,12
wachialubino,12
timapanga,12
ankati,12
kachama,12
dzalanyama,12
chopanda,12
wachichepere,12
mphete,12
cisanet,12
muhlabase,12
paboma,12
anjatidwa,12
kabudula,12
chingota,12
ephraim,12
idapita,12
olembetsa,12
mvulayi,12
imati,12
wawoyo,12
mwamunayu,12
nthiti,12
ndimadziwa,12
patsamba,12
kolowera,12
dulani,12
boniface,12
mavutowo,12
sagwira,12
akuyanganira,12
lotchedwa,12
kunyamula,12
atopa,12
pachikhalidwe,12
zakukhosi,12
ukakhala,12
yochokera,12
yopita,12
sinodiyo,12
amenenso,12
mbeya,12
akusewera,12
zitachitika,12
tchuthi,12
adaimira,12
kuyezetsa,12
otero,12
molingana,12
akuganizira,12
kuchipatalako,12
timadalira,12
ndimati,12
kusangalatsa,12
kauniuni,12
ogona,12
kumaloko,12
ukuti,12
mnzangayu,12
adayamikira,12
evance,12
zizimba,12
tiyi,12
magistrate,12
simukudziwa,12
sipakhala,12
sadalandirebe,12
agule,12
hill,12
langizo,12
zoimbaimba,12
elisha,12
chako,12
ndidamuuza,12
amabweretsa,12
agwidwa,12
dimba,12
ndidabadwa,12
mai,12
tikukhala,12
asinthe,12
adasonyeza,12
msukwa,12
mano,12
amasiye,12
adachenjeza,12
presidential,12
asiya,12
akaonekere,12
itha,12
adakanitsitsa,12
nakonso,12
mmidzimu,12
atamaliza,12
zomveka,12
kupulumutsa,12
lichite,12
chikaiko,12
wakuda,12
sichidayende,12
asakhale,12
registration,12
mpandowu,12
maigwa,12
woimba,12
kuderali,12
akutsogolera,12
ndidaphunzira,12
adalakwa,12
kukonzedwa,12
amayanganira,12
sidik,12
zingathandize,12
kumaliza,12
mahedifoni,12
akwiya,12
mgwirizanowo,12
kb,12
kalirani,12
adasowa,12
athana,12
mlonda,12
milatho,12
afuna,12
penapake,12
atuluke,12
siaboma,12
mpovuta,12
choyenera,12
ayende,12
eunice,12
zimafuna,12
nsabwe,12
like,12
timavina,12
mudziwa,12
shasha,12
zakeyu,12
meja,12
adalira,12
maganyu,12
mjigo,12
katondo,12
heritage,12
latulutsa,12
country,12
where,12
makuponiwa,12
chanji,12
pakuti,12
apulezidenti,12
zitsamba,12
makhanga,12
asadandaule,12
kupepesa,12
wangayo,12
adye,12
mwamwayi,12
azungu,12
pothirirapo,12
zitsulo,12
because,12
ponseponse,12
fdh,12
mokomera,12
mangalande,12
kasaila,12
msitolo,12
work,12
uladi,12
ndimapanga,12
zisintha,12
otsata,12
jonathan,12
lucy,12
atapeza,12
shoprite,12
council,12
kaundula,12
uganda,12
akulimbikitsa,12
zipata,12
towera,12
tb,12
chifuwa,12
akaone,12
makolowo,12
chigamulocho,12
dzinja,12
muundunawu,11
akubwerera,11
road,11
anoki,11
panambala,11
kasankhidwe,11
adanyamuka,11
zidasokonekera,11
idakhazikitsa,11
zochitira,11
nkhuni,11
mmatumba,11
masentimita,11
zosayenera,11
william,11
zoonadi,11
erica,11
hahaha,11
akutsatira,11
mnthambi,11
zogwiririra,11
lendi,11
swaziland,11
witnesses,11
sakugwirizana,11
kuchitira,11
folomu,11
amachititsa,11
fatima,11
eisenhower,11
mapolo,11
panu,11
jose,11
manifesto,11
msirikali,11
